participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.menu_number,player.displayed_first,player.lotterychoice,player.roll,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,19,q,1,44,0.00,1,7,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,17,p,0,84,0.00,1,7,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,5,q,0,34,0.00,1,7,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,25,q,1,19,0.00,1,7,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,15,p,1,9,0.00,1,8,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,12,q,0,72,0.00,1,8,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,16,p,0,21,0.00,1,8,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,20,q,1,15,0.00,1,8,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,11,p,1,31,0.00,1,8,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,23,q,1,44,0.00,1,8,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,11,p,0,52,0.00,1,8,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,25,q,1,46,0.00,1,8,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,21,q,0,100,0.00,1,8,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,21,q,0,94,0.00,1,8,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,6,q,0,87,0.00,1,9,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,21,p,1,51,0.00,1,9,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,24,p,0,87,0.00,1,9,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,13,p,1,22,0.00,1,9,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,2,q,0,80,0.00,1,9,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,6,q,0,81,0.00,1,9,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,21,p,0,6,0.00,1,9,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,7,q,0,12,0.00,1,9,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,12,q,1,72,0.00,1,9,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,8,q,0,45,0.00,1,9,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,24,p,1,54,0.00,1,10,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,24,q,0,63,0.00,1,10,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,3,p,0,53,0.00,1,10,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,1,q,0,13,0.00,1,10,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,5,q,0,88,0.00,1,10,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,25,p,0,10,0.00,1,10,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,20,q,1,17,0.00,1,10,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,18,p,1,20,0.00,1,10,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,1,q,0,63,0.00,1,10,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,7,p,1,49,0.00,1,10,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,19,q,0,28,0.00,1,11,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,10,p,1,51,0.00,1,11,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,12,p,0,32,0.00,1,11,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,23,p,1,47,0.00,1,11,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,25,q,1,97,0.00,1,11,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,2,q,1,70,0.00,1,11,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,22,p,1,53,0.00,1,11,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,24,q,0,50,0.00,1,11,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,9,q,0,64,0.00,1,11,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,5,q,0,21,0.00,1,11,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,23,p,1,32,0.00,1,12,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,1,q,1,27,0.00,1,12,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,7,p,0,89,0.00,1,12,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,6,p,1,65,0.00,1,12,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,10,p,0,68,0.00,1,12,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,20,q,1,89,0.00,1,12,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,9,p,0,22,0.00,1,12,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,22,p,1,65,0.00,1,12,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,13,p,0,78,0.00,1,12,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,2,p,1,17,0.00,1,12,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,11,q,0,12,0.00,1,13,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,19,p,0,33,0.00,1,13,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,19,p,0,14,0.00,1,13,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,2,p,1,14,0.00,1,13,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,6,p,0,77,0.00,1,13,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,17,q,1,38,0.00,1,13,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,13,p,1,88,0.00,1,13,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,5,p,1,52,0.00,1,13,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,6,p,0,19,0.00,1,13,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,24,p,1,74,0.00,1,13,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,16,p,1,34,0.00,1,14,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,22,q,0,93,0.00,1,14,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,1,q,1,14,0.00,1,14,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,22,q,0,93,0.00,1,14,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,21,q,0,20,0.00,1,14,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,24,p,0,5,0.00,1,14,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,5,p,1,15,0.00,1,14,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,12,q,0,84,0.00,1,14,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,19,p,0,24,0.00,1,14,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,4,q,1,8,0.00,1,14,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,17,q,0,69,0.00,1,15,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,8,p,1,29,0.00,1,15,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,4,p,0,66,0.00,1,15,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,9,q,0,76,0.00,1,15,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,9,p,1,39,0.00,1,15,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,4,q,1,79,0.00,1,15,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,18,p,0,95,0.00,1,15,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,14,q,0,34,0.00,1,15,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,18,q,0,11,0.00,1,15,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,12,p,1,66,0.00,1,15,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,8,q,0,44,0.00,1,16,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,15,p,1,46,0.00,1,16,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,11,p,0,100,0.00,1,16,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,19,q,1,61,0.00,1,16,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,24,q,0,63,0.00,1,16,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,1,p,0,60,0.00,1,16,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,3,p,1,85,0.00,1,16,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,1,p,1,33,0.00,1,16,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,8,q,1,82,0.00,1,16,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,10,q,0,59,0.00,1,16,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,20,q,0,86,0.00,1,17,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,4,q,0,79,0.00,1,17,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,15,p,1,65,0.00,1,17,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,11,q,0,25,0.00,1,17,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,1,q,1,48,0.00,1,17,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,22,p,1,8,0.00,1,17,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,24,q,1,98,0.00,1,17,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,11,p,0,67,0.00,1,17,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,22,q,0,98,0.00,1,17,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,14,q,1,91,0.00,1,17,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,21,q,0,90,0.00,1,18,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,23,q,0,14,0.00,1,18,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,23,p,0,24,0.00,1,18,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,17,p,1,21,0.00,1,18,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,3,q,1,51,0.00,1,18,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,5,p,0,75,0.00,1,18,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,16,q,1,53,0.00,1,18,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,19,q,1,45,0.00,1,18,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,16,q,1,85,0.00,1,18,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,18,p,0,54,0.00,1,18,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,2,p,1,87,0.00,1,19,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,17,p,1,58,0.00,1,19,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,13,p,0,53,0.00,1,19,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,3,p,1,83,0.00,1,19,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,13,q,0,40,0.00,1,19,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,7,q,1,4,0.00,1,19,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,23,p,1,20,0.00,1,19,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,15,p,1,18,0.00,1,19,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,20,p,0,39,0.00,1,19,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,9,p,1,49,0.00,1,19,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,9,q,0,35,0.00,1,20,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,5,p,1,28,0.00,1,20,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,25,p,0,17,0.00,1,20,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,7,p,1,98,0.00,1,20,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,22,q,0,16,0.00,1,20,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,9,p,0,26,0.00,1,20,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,17,q,1,18,0.00,1,20,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,16,p,1,78,0.00,1,20,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,7,p,1,33,0.00,1,20,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,15,q,0,70,0.00,1,20,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,7,p,1,70,0.00,1,21,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,16,q,0,93,0.00,1,21,rfkt73rj,20210628_1400,,,,0
3,h8m28kat,,0,61,61,endpage,EarningsPage,2021-06-28 13:05:17.957900+00:00,1,,,5.00,3,6,q,1,30,0.00,1,21,rfkt73rj,20210628_1400,,,,0
4,5sc4ncpy,,0,61,61,endpage,EarningsPage,2021-06-28 13:06:07.727107+00:00,1,,,27.00,4,5,p,1,60,0.00,1,21,rfkt73rj,20210628_1400,,,,0
5,xio1kk58,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:16.056772+00:00,1,,,26.00,5,12,q,0,74,0.00,1,21,rfkt73rj,20210628_1400,,,,0
6,twsriyk7,,0,61,61,endpage,EarningsPage,2021-06-28 12:59:52.071357+00:00,1,,,17.00,6,3,p,1,12,0.00,1,21,rfkt73rj,20210628_1400,,,,0
7,nnri11b7,,0,61,61,endpage,EarningsPage,2021-06-28 13:00:59.675347+00:00,1,,,7.00,7,10,p,1,87,0.00,1,21,rfkt73rj,20210628_1400,,,,0
8,yjzfuu2h,,0,61,61,endpage,EarningsPage,2021-06-28 13:02:34.258306+00:00,1,,,26.00,8,21,q,0,79,0.00,1,21,rfkt73rj,20210628_1400,,,,0
9,3n62rgd0,,0,61,61,endpage,EarningsPage,2021-06-28 13:04:29.864770+00:00,1,,,17.00,9,10,q,0,61,0.00,1,21,rfkt73rj,20210628_1400,,,,0
10,9f99a2hb,,0,61,61,endpage,EarningsPage,2021-06-28 13:08:52.744751+00:00,1,,,6.00,10,13,q,0,14,0.00,1,21,rfkt73rj,20210628_1400,,,,0
1,cpgmvfnm,,0,61,61,endpage,EarningsPage,2021-06-28 12:47:58.481214+00:00,1,,,17.00,1,1,p,1,76,0.00,1,22,rfkt73rj,20210628_1400,,,,0
2,o9o05hu1,,0,61,61,endpage,EarningsPage,2021-06-28 12:49:20.108600+00:00,1,,,17.00,2,9,p,1,16,0.00,1,22,rfkt73rj,20210628_1400,,,,0
