session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
sx6fgj9f,3,6q4v8zwn,29,decisions,DecisionPage,1633944688,14,0,0
sx6fgj9f,5,tw6ofzo6,27,decisions,DecisionPage,1633944688,12,0,0
sx6fgj9f,4,91o7t87s,39,decisions,DecisionPage,1633944688,24,0,0
sx6fgj9f,3,6q4v8zwn,30,decisions,DecisionPage,1633944690,15,0,0
sx6fgj9f,7,gz2c6vox,37,decisions,DecisionPage,1633944692,22,0,0
sx6fgj9f,2,icuf6r3i,25,decisions,DecisionPage,1633944693,10,0,0
sx6fgj9f,5,tw6ofzo6,28,decisions,DecisionPage,1633944693,13,0,0
sx6fgj9f,7,gz2c6vox,38,decisions,DecisionPage,1633944697,23,0,0
sx6fgj9f,4,91o7t87s,40,decisions,DecisionPage,1633944698,25,0,0
sx6fgj9f,6,rz20kdvj,28,decisions,DecisionPage,1633944699,13,0,0
sx6fgj9f,2,icuf6r3i,26,decisions,DecisionPage,1633944700,11,0,0
sx6fgj9f,7,gz2c6vox,39,decisions,DecisionPage,1633944701,24,0,0
sx6fgj9f,5,tw6ofzo6,29,decisions,DecisionPage,1633944703,14,0,0
sx6fgj9f,7,gz2c6vox,40,decisions,DecisionPage,1633944705,25,0,0
sx6fgj9f,6,rz20kdvj,29,decisions,DecisionPage,1633944706,14,0,0
sx6fgj9f,3,6q4v8zwn,31,decisions,DecisionPage,1633944708,16,0,0
sx6fgj9f,2,icuf6r3i,27,decisions,DecisionPage,1633944710,12,0,0
sx6fgj9f,5,tw6ofzo6,30,decisions,DecisionPage,1633944711,15,0,0
sx6fgj9f,6,rz20kdvj,30,decisions,DecisionPage,1633944713,15,0,0
sx6fgj9f,2,icuf6r3i,28,decisions,DecisionPage,1633944717,13,0,0
sx6fgj9f,5,tw6ofzo6,31,decisions,DecisionPage,1633944718,16,0,0
sx6fgj9f,3,6q4v8zwn,32,decisions,DecisionPage,1633944719,17,0,0
sx6fgj9f,6,rz20kdvj,31,decisions,DecisionPage,1633944720,16,0,0
sx6fgj9f,6,rz20kdvj,32,decisions,DecisionPage,1633944724,17,0,0
sx6fgj9f,7,gz2c6vox,41,numeracy,Instructions,1633944727,1,0,0
sx6fgj9f,5,tw6ofzo6,32,decisions,DecisionPage,1633944728,17,0,0
sx6fgj9f,2,icuf6r3i,29,decisions,DecisionPage,1633944728,14,0,0
sx6fgj9f,3,6q4v8zwn,33,decisions,DecisionPage,1633944730,18,0,0
sx6fgj9f,6,rz20kdvj,33,decisions,DecisionPage,1633944731,18,0,0
sx6fgj9f,2,icuf6r3i,30,decisions,DecisionPage,1633944735,15,0,0
sx6fgj9f,6,rz20kdvj,34,decisions,DecisionPage,1633944735,19,0,0
sx6fgj9f,6,rz20kdvj,35,decisions,DecisionPage,1633944740,20,0,0
sx6fgj9f,3,6q4v8zwn,34,decisions,DecisionPage,1633944740,19,0,0
sx6fgj9f,2,icuf6r3i,31,decisions,DecisionPage,1633944741,16,0,0
sx6fgj9f,1,lualaqid,19,decisions,DecisionPage,1633944742,4,0,0
sx6fgj9f,5,tw6ofzo6,33,decisions,DecisionPage,1633944743,18,0,0
sx6fgj9f,6,rz20kdvj,36,decisions,DecisionPage,1633944745,21,0,0
sx6fgj9f,3,6q4v8zwn,35,decisions,DecisionPage,1633944747,20,0,0
sx6fgj9f,7,gz2c6vox,42,numeracy,Question1,1633944751,1,0,0
sx6fgj9f,5,tw6ofzo6,34,decisions,DecisionPage,1633944752,19,0,0
sx6fgj9f,3,6q4v8zwn,36,decisions,DecisionPage,1633944753,21,0,0
sx6fgj9f,6,rz20kdvj,37,decisions,DecisionPage,1633944754,22,0,0
sx6fgj9f,3,6q4v8zwn,37,decisions,DecisionPage,1633944755,22,0,0
